SKU,stock,price,msrp,rebate,sale,name,brand,category,form factor,CPU,RAM,DDR,storage,OS,GPU,VRAM,screen res.,screen type,WiFi,keyboard,touch,ethernet,release year,warranty,warranty desc.,type,CPU score,score,url,updated,discovered,scanned
A70P8UT#ABC,15,1198.0,1349.0,150.0,151.0,Pro Mini 400 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-mini-400-g9-desktop-computer/a70p8ut-abc,09/15/2024,09/17/2024,1
9DN74,93,1345.0,2452.6,196.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/9dn74,09/15/2024,09/17/2024,1
3YXVT,3,1734.0,2722.48,0.0,988.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/3yxvt,09/15/2024,09/17/2024,1
A70P6UT#ABC,47,1118.0,1269.0,150.0,151.0,Pro Mini 400 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-pro-mini-400-g9-desktop-computer/a70p6ut-abc,09/15/2024,09/17/2024,1
V1FFJ,140,1108.0,2298.77,322.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/v1ffj,09/15/2024,09/17/2024,1
A12GSUT#ABA,175,2047.0,2299.0,250.0,252.0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i7-14700T,0,N/A,512,Windows,NVIDIA GeForce RTX 3050,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12gsut-aba,09/15/2024,09/17/2024,1
DG02W,3,1160.0,2113.64,169.0,954.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/dg02w,09/15/2024,09/17/2024,1
11JN008WUS,6,1044.0,1049.0,0.0,0,ThinkCentre M75q Gen 2,Lenovo,Desktop Computer,Tiny,AMD Ryzen 5 PRO 5650GE,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,2023,3 Year,N/A,desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m75q-gen-2-11jn008wus-desktop-computer/11jn008wus,09/15/2024,09/17/2024,1
FMFD1,9,2173.0,3398.18,0.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/fmfd1,09/15/2024,09/17/2024,1
9NKVD,2,1671.0,2611.23,0.0,940.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/9nkvd,09/15/2024,09/17/2024,1
H7C21,637,1321.0,2406.18,192.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/h7c21,09/15/2024,09/17/2024,1
94W75,27,1311.0,2655.71,345.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/94w75,09/15/2024,09/17/2024,1
12JF0004US,1,956.0,939.0,0.0,0,ThinkCentre neo 50s Gen 4,Lenovo,Desktop Computer,SFF,Intel Core i3-13100,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,1 Year,"1-year, Onsite3Y Onsite upgrade from 1Y Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-neo-50s-gen-4-12jf0004us-desktop-computer/12jf0004us,09/15/2024,09/17/2024,1
XK8K6,30,1121.0,2272.68,295.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/xk8k6,09/15/2024,09/17/2024,1
A12GYUT#ABA,294,1624.0,1879.0,250.0,255.0,Elite 800 G9,HP,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,2024,1 Year,"1 year (1/1/1) limited warranty includes 1 year of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-800-g9-desktop-computer/a12gyut-aba,09/15/2024,09/17/2024,1
K8TX5,6,1874.0,2930.39,0.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/k8tx5,09/15/2024,09/17/2024,1
NF0Y8,4,2023.0,3161.69,0.0,1000.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tower,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/nf0y8,09/15/2024,09/17/2024,1
DM51W,5,1877.0,2947.71,0.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/dm51w,09/15/2024,09/17/2024,1
A98XWUT#ABA,385,1362.0,1619.0,250.0,257.0,Elite Mini 805 G8,HP,Desktop Computer,Tiny,AMD Ryzen 7 PRO 5750GE,0,DDR4,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-805-g8-desktop-computer/a98xwut-aba,09/15/2024,09/17/2024,1
X0V4W,1,1292.0,2137.24,64.0,845.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/x0v4w,09/15/2024,09/17/2024,1
9HMC5,1,1325.0,2061.17,0.0,736.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/9hmc5,09/15/2024,09/17/2024,1
78TFG,105,1497.0,2341.35,0.0,844.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/78tfg,09/15/2024,09/17/2024,1
2124N,4,1739.0,2880.94,86.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/2124n,09/15/2024,09/17/2024,1
A12GRUT#ABC,12,1655.0,1909.0,250.0,254.0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12grut-abc,09/15/2024,09/17/2024,1
14GX4,1,1204.0,1992.5,60.0,789.0,OptiPlex 7000 7020,Dell,Desktop Computer,SFF,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/14gx4,09/15/2024,09/17/2024,1
MPD4V,2,1280.0,1998.99,0.0,719.0,OptiPlex 7000 7020,Dell,Desktop Computer,Tower,Intel Core i5-14500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-desktop-computer/mpd4v,09/15/2024,09/17/2024,1
A12GSUT#ABC,20,2047.0,2299.0,250.0,252.0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i7-14700T,0,N/A,512,Windows,NVIDIA GeForce RTX 3050,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12gsut-abc,09/15/2024,09/17/2024,1
A98XTUT#ABC,20,1033.0,1239.0,200.0,206.0,Elite Mini 805 G8,HP,Desktop Computer,Tiny,AMD Ryzen 5 PRO 5650GE,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-805-g8-desktop-computer/a98xtut-abc,09/15/2024,09/17/2024,1
A98XTUT#ABA,466,1033.0,1239.0,200.0,206.0,Elite Mini 805 G8,HP,Desktop Computer,Tiny,AMD Ryzen 5 PRO 5650GE,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-805-g8-desktop-computer/a98xtut-aba,09/15/2024,09/17/2024,1
12RQ000KUS,1,1206.0,1199.0,0.0,0,ThinkCentre M75q Gen 5,Lenovo,Desktop Computer,Tiny,AMD Ryzen 5 PRO 8500GE,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m75q-gen-5-12rq000kus-desktop-computer/12rq000kus,09/15/2024,09/17/2024,1
A12GMUT#ABA,2,1737.0,1719.0,0.0,0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12gmut-aba,09/15/2024,09/17/2024,1
11R80051US,130,1125.0,1119.0,0.0,0,ThinkCentre M75s Gen 2,Lenovo,Desktop Computer,SFF,AMD Ryzen 5 PRO 5650G,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m75s-gen-2-11r80051us-desktop-computer/11r80051us,09/15/2024,09/17/2024,1
PX86J,23,1992.0,3115.04,0.0,1000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,No,English (US),N/A,N/A,2024,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/px86j,09/15/2024,09/17/2024,1
A98XPUT#ABA,340,1114.0,1319.0,200.0,205.0,Elite Mini 805 G8,HP,Desktop Computer,Tiny,AMD Ryzen 5 PRO 5650GE,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-805-g8-desktop-computer/a98xput-aba,09/15/2024,09/17/2024,1
12U3000UUS,15,1406.0,1399.0,0.0,0,ThinkCentre M70s Gen 5,Lenovo,Desktop Computer,SFF,Intel Core i5-14400,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-5-12u3000uus-desktop-computer/12u3000uus,09/15/2024,09/17/2024,1
12TD001RUS,75,1254.0,1279.0,0.0,25.0,ThinkCentre M70q Gen 5,Lenovo,Desktop Computer,Tiny,Intel Core i5-14400T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70q-gen-5-12td001rus-desktop-computer/12td001rus,09/15/2024,09/17/2024,1
A12GVUT#ABC,20,1835.0,2089.0,250.0,254.0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12gvut-abc,09/15/2024,09/17/2024,1
A98XYUT#ABA,198,1741.0,1699.0,0.0,0,Elite Mini 805 G8,HP,Desktop Computer,Tiny,AMD Ryzen 7 PRO 5750GE,0,DDR4,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-805-g8-desktop-computer/a98xyut-aba,09/15/2024,09/17/2024,1
A12GLUT#ABA,29,1636.0,1619.0,0.0,0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12glut-aba,09/15/2024,09/17/2024,1
625D9,1,3355.0,5247.0,0.0,2000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,Tower,Intel Core i9-14900,0,DDR5,1000,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,N/A,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/625d9,09/15/2024,09/17/2024,1
K9Y04,2,3219.0,5033.13,0.0,2000.0,OptiPlex 7000 7020 Plus,Dell,Desktop Computer,SFF,Intel Core i9-14900,0,DDR5,1000,Windows,Integrated,N/A,N/A,N/A,Yes,English (US),N/A,N/A,N/A,3 Year,3Y Basic Onsite Service after remote diagnosis with Hardware-Only Support-Disti SnS,desktop,,N/A,https://www.directdial.com/ca/item/dell-optiplex-7000-7020-plus-desktop-computer/k9y04,09/15/2024,09/17/2024,1
12U3000WUS,231,1386.0,1379.0,0.0,0,ThinkCentre M70s Gen 5,Lenovo,Desktop Computer,SFF,Intel Core i5-14400,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-5-12u3000wus-desktop-computer/12u3000wus,09/15/2024,09/17/2024,1
A12GTUT#ABA,20,1818.0,1799.0,0.0,0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i5-14500T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12gtut-aba,09/15/2024,09/17/2024,1
A12GNUT#ABC,20,1756.0,2009.0,250.0,253.0,Elite Mini 800 G9,HP,Desktop Computer,Tiny,Intel Core i7-14700T,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-800-g9-desktop-computer/a12gnut-abc,09/15/2024,09/17/2024,1
11TN0001CA,4,1474.0,1539.0,0.0,65.0,ThinkCentre M90t Gen 3,Lenovo,Desktop Computer,Tower,Intel Core i5-12500,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,No,French,N/A,N/A,N/A,3 Year,N/A,desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m90t-gen-3-11tn0001ca-desktop-computer/11tn0001ca,09/15/2024,09/17/2024,1
A98XYUT#ABC,2,1717.0,1699.0,0.0,0,Elite Mini 805 G8,HP,Desktop Computer,Tiny,AMD Ryzen 7 PRO 5750GE,0,DDR4,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-805-g8-desktop-computer/a98xyut-abc,09/15/2024,09/17/2024,1
A98XWUT#ABC,3,1593.0,1619.0,250.0,26.0,Elite Mini 805 G8,HP,Desktop Computer,Tiny,AMD Ryzen 7 PRO 5750GE,0,DDR4,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-805-g8-desktop-computer/a98xwut-abc,09/15/2024,09/17/2024,1
12TD001MUS,87,1086.0,1079.0,0.0,0,ThinkCentre M70q Gen 5,Lenovo,Desktop Computer,Tiny,Intel Core i3-14100T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70q-gen-5-12td001mus-desktop-computer/12td001mus,09/15/2024,09/17/2024,1
A98XPUT#ABC,3,1298.0,1319.0,200.0,21.0,Elite Mini 805 G8,HP,Desktop Computer,Tiny,AMD Ryzen 5 PRO 5650GE,0,DDR4,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3 year (3/3/3) limited warranty includes 3 years of parts, labor and on-site repair.",desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-mini-805-g8-desktop-computer/a98xput-abc,09/15/2024,09/17/2024,1
12U3000VUS,22,1778.0,1769.0,0.0,0,ThinkCentre M70s Gen 5,Lenovo,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-5-12u3000vus-desktop-computer/12u3000vus,09/15/2024,09/17/2024,1
12U3000WCA,17,1386.0,1379.0,0.0,0,ThinkCentre M70s Gen 5,Lenovo,Desktop Computer,SFF,Intel Core i5-14400,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-5-12u3000wca-desktop-computer/12u3000wca,09/15/2024,09/17/2024,1
12U3000UCA,10,1406.0,1399.0,0.0,0,ThinkCentre M70s Gen 5,Lenovo,Desktop Computer,SFF,Intel Core i5-14400,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-5-12u3000uca-desktop-computer/12u3000uca,09/15/2024,09/17/2024,1
12TD001UUS,76,1224.0,1249.0,0.0,25.0,ThinkCentre M70q Gen 5,Lenovo,Desktop Computer,Tiny,Intel Core i5-14400T,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,Yes,English,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70q-gen-5-12td001uus-desktop-computer/12td001uus,09/15/2024,09/17/2024,1
12U3000VCA,6,1778.0,1769.0,0.0,0,ThinkCentre M70s Gen 5,Lenovo,Desktop Computer,SFF,Intel Core i7-14700,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,Yes,French,N/A,N/A,N/A,3 Year,"3-year, Onsite",desktop,,N/A,https://www.directdial.com/ca/item/lenovo-thinkcentre-m70s-gen-5-12u3000vca-desktop-computer/12u3000vca,09/15/2024,09/17/2024,1
AZ5P4UT#ABA,88,1960.0,1939.0,0.0,0,Elite 805 G9,HP,Desktop Computer,SFF,AMD Ryzen 7 8700G,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,N/A,N/A,N/A,desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-805-g9-desktop-computer/az5p4ut-aba,09/15/2024,09/17/2024,1
AZ5P3UT#ABA,149,1878.0,1859.0,0.0,0,Elite 805 G9,HP,Desktop Computer,SFF,AMD Ryzen 7 8700G,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,N/A,N/A,N/A,desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-805-g9-desktop-computer/az5p3ut-aba,09/15/2024,09/17/2024,1
AZ5P1UT#ABA,120,1677.0,1659.0,0.0,0,Elite 805 G9,HP,Desktop Computer,SFF,AMD Ryzen 5 8600G,0,DDR5,512,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,N/A,N/A,N/A,desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-805-g9-desktop-computer/az5p1ut-aba,09/15/2024,09/17/2024,1
AZ5P0UT#ABA,242,1607.0,1589.0,0.0,0,Elite 805 G9,HP,Desktop Computer,SFF,AMD Ryzen 5 8600G,0,DDR5,256,Windows,Integrated,N/A,N/A,N/A,N/A,English,N/A,N/A,N/A,N/A,N/A,desktop,,N/A,https://www.directdial.com/ca/item/hp-elite-805-g9-desktop-computer/az5p0ut-aba,09/15/2024,09/17/2024,1
